Epoch: 0, Subepoch: 0, Loss: 0.720882, Valloss: 0.817924, batch_size: 64, acc: 0.523810, valacc: 0.453125
Epoch: 0, Subepoch: 0, Loss: 0.717019, Valloss: 0.865157, batch_size: 63, acc: 0.539683, valacc: 0.396825
Epoch: 0, Subepoch: 10, Loss: 0.775999, Valloss: 0.762093, batch_size: 64, acc: 0.460317, valacc: 0.515625
Epoch: 0, Subepoch: 20, Loss: 0.813359, Valloss: 0.749530, batch_size: 62, acc: 0.396825, valacc: 0.516129
Epoch: 0, Subepoch: 0, Loss: 0.689156, Valloss: 0.804797, batch_size: 64, acc: 0.587302, valacc: 0.468750
Epoch: 0, Subepoch: 0, Loss: 0.666480, Valloss: 0.804815, batch_size: 32, acc: 0.625000, valacc: 0.468750
Epoch: 0, Subepoch: 10, Loss: 0.766852, Valloss: 0.722615, batch_size: 32, acc: 0.437500, valacc: 0.562500
Epoch: 0, Subepoch: 20, Loss: 0.764667, Valloss: 0.783258, batch_size: 32, acc: 0.468750, valacc: 0.468750
Epoch: 0, Subepoch: 30, Loss: 0.692770, Valloss: 0.789862, batch_size: 31, acc: 0.562500, valacc: 0.419355
Epoch: 0, Subepoch: 40, Loss: 0.850023, Valloss: 0.785915, batch_size: 31, acc: 0.375000, valacc: 0.419355
Epoch: 0, Subepoch: 50, Loss: 0.680546, Valloss: 0.811391, batch_size: 31, acc: 0.548387, valacc: 0.387097
Epoch: 0, Subepoch: 60, Loss: 0.709631, Valloss: 0.735600, batch_size: 32, acc: 0.531250, valacc: 0.500000
Epoch: 0, Subepoch: 70, Loss: 0.740956, Valloss: 0.793386, batch_size: 32, acc: 0.500000, valacc: 0.437500
Epoch: 0, Subepoch: 80, Loss: 0.722139, Valloss: 0.749442, batch_size: 32, acc: 0.531250, valacc: 0.500000
Epoch: 0, Subepoch: 90, Loss: 0.697171, Valloss: 0.707725, batch_size: 32, acc: 0.562500, valacc: 0.562500
Epoch: 0, Subepoch: 100, Loss: 0.736668, Valloss: 0.714877, batch_size: 32, acc: 0.500000, valacc: 0.500000
Epoch: 0, Subepoch: 110, Loss: 0.706941, Valloss: 0.711678, batch_size: 31, acc: 0.562500, valacc: 0.548387
Epoch: 0, Subepoch: 120, Loss: 0.764125, Valloss: 0.710962, batch_size: 31, acc: 0.500000, valacc: 0.580645
Epoch: 0, Subepoch: 130, Loss: 0.792001, Valloss: 0.700610, batch_size: 32, acc: 0.437500, valacc: 0.562500
Epoch: 0, Subepoch: 140, Loss: 0.758437, Valloss: 0.737768, batch_size: 32, acc: 0.483871, valacc: 0.531250
Epoch: 0, Subepoch: 150, Loss: 0.778633, Valloss: 0.820675, batch_size: 32, acc: 0.406250, valacc: 0.343750
Epoch: 0, Subepoch: 160, Loss: 0.756518, Valloss: 0.669351, batch_size: 32, acc: 0.500000, valacc: 0.593750
Epoch: 0, Subepoch: 170, Loss: 0.757798, Valloss: 0.690941, batch_size: 32, acc: 0.437500, valacc: 0.562500
Epoch: 0, Subepoch: 180, Loss: 0.713148, Valloss: 0.741829, batch_size: 32, acc: 0.516129, valacc: 0.437500
Epoch: 0, Subepoch: 190, Loss: 0.684009, Valloss: 0.748707, batch_size: 32, acc: 0.593750, valacc: 0.406250
Epoch: 0, Subepoch: 200, Loss: 0.709181, Valloss: 0.695223, batch_size: 32, acc: 0.531250, valacc: 0.593750
Epoch: 0, Subepoch: 210, Loss: 0.785463, Valloss: 0.727556, batch_size: 32, acc: 0.437500, valacc: 0.500000
Epoch: 0, Subepoch: 220, Loss: 0.721804, Valloss: 0.848787, batch_size: 32, acc: 0.531250, valacc: 0.375000
Epoch: 0, Subepoch: 230, Loss: 0.772101, Valloss: 0.700357, batch_size: 32, acc: 0.500000, valacc: 0.531250
Epoch: 0, Subepoch: 240, Loss: 0.806716, Valloss: 0.712729, batch_size: 32, acc: 0.406250, valacc: 0.500000
Epoch: 0, Subepoch: 250, Loss: 0.787620, Valloss: 0.706879, batch_size: 32, acc: 0.437500, valacc: 0.500000
Epoch: 0, Subepoch: 260, Loss: 0.685576, Valloss: 0.685333, batch_size: 32, acc: 0.562500, valacc: 0.593750
Epoch: 0, Subepoch: 270, Loss: 0.772231, Valloss: 0.634175, batch_size: 32, acc: 0.437500, valacc: 0.718750
Epoch: 0, Subepoch: 280, Loss: 0.636920, Valloss: 0.602452, batch_size: 32, acc: 0.656250, valacc: 0.718750
Epoch: 0, Subepoch: 290, Loss: 0.701219, Valloss: 0.756156, batch_size: 31, acc: 0.562500, valacc: 0.516129
Epoch: 0, Subepoch: 300, Loss: 0.710954, Valloss: 0.854627, batch_size: 32, acc: 0.531250, valacc: 0.281250
Epoch: 0, Subepoch: 310, Loss: 0.778890, Valloss: 0.767046, batch_size: 32, acc: 0.468750, valacc: 0.437500
Epoch: 0, Subepoch: 320, Loss: 0.695852, Valloss: 0.621320, batch_size: 32, acc: 0.562500, valacc: 0.718750
Epoch: 0, Subepoch: 330, Loss: 0.757873, Valloss: 0.819662, batch_size: 32, acc: 0.437500, valacc: 0.343750
Epoch: 0, Subepoch: 340, Loss: 0.595141, Valloss: 0.720801, batch_size: 32, acc: 0.718750, valacc: 0.500000
Epoch: 0, Subepoch: 350, Loss: 0.676877, Valloss: 0.690763, batch_size: 32, acc: 0.625000, valacc: 0.593750
Epoch: 0, Subepoch: 360, Loss: 0.736400, Valloss: 0.767649, batch_size: 32, acc: 0.500000, valacc: 0.468750
Epoch: 0, Subepoch: 370, Loss: 0.707030, Valloss: 0.750179, batch_size: 32, acc: 0.562500, valacc: 0.468750
Epoch: 0, Subepoch: 380, Loss: 0.774007, Valloss: 0.757091, batch_size: 31, acc: 0.406250, valacc: 0.451613
Epoch: 0, Subepoch: 390, Loss: 0.608793, Valloss: 0.796893, batch_size: 31, acc: 0.718750, valacc: 0.451613
Epoch: 0, Subepoch: 400, Loss: 0.697915, Valloss: 0.698266, batch_size: 32, acc: 0.593750, valacc: 0.562500
Epoch: 0, Subepoch: 410, Loss: 0.667879, Valloss: 0.618720, batch_size: 32, acc: 0.593750, valacc: 0.656250
Epoch: 0, Subepoch: 420, Loss: 0.716528, Valloss: 0.760119, batch_size: 31, acc: 0.531250, valacc: 0.516129
Epoch: 0, Subepoch: 430, Loss: 0.697360, Valloss: 0.768062, batch_size: 32, acc: 0.562500, valacc: 0.500000
Epoch: 0, Subepoch: 440, Loss: 0.680024, Valloss: 0.750269, batch_size: 32, acc: 0.593750, valacc: 0.500000
Epoch: 0, Subepoch: 450, Loss: 0.684996, Valloss: 0.633224, batch_size: 32, acc: 0.612903, valacc: 0.593750
Epoch: 0, Subepoch: 460, Loss: 0.640183, Valloss: 0.664988, batch_size: 32, acc: 0.656250, valacc: 0.625000
Epoch: 0, Subepoch: 470, Loss: 0.744757, Valloss: 0.772365, batch_size: 32, acc: 0.468750, valacc: 0.468750
Epoch: 0, Subepoch: 480, Loss: 0.767173, Valloss: 0.676865, batch_size: 32, acc: 0.406250, valacc: 0.593750
Epoch: 0, Subepoch: 490, Loss: 0.804533, Valloss: 0.599160, batch_size: 32, acc: 0.406250, valacc: 0.750000
Epoch: 0, Subepoch: 500, Loss: 0.783537, Valloss: 0.764104, batch_size: 32, acc: 0.437500, valacc: 0.437500
Epoch: 0, Subepoch: 510, Loss: 0.701082, Valloss: 0.698142, batch_size: 32, acc: 0.531250, valacc: 0.562500
Epoch: 0, Subepoch: 520, Loss: 0.794306, Valloss: 0.735279, batch_size: 32, acc: 0.406250, valacc: 0.500000
Epoch: 0, Subepoch: 530, Loss: 0.759110, Valloss: 0.674134, batch_size: 32, acc: 0.437500, valacc: 0.531250
Epoch: 0, Subepoch: 540, Loss: 0.705450, Valloss: 0.727983, batch_size: 32, acc: 0.548387, valacc: 0.531250
Epoch: 0, Subepoch: 550, Loss: 0.630993, Valloss: 0.786766, batch_size: 32, acc: 0.656250, valacc: 0.437500
Epoch: 0, Subepoch: 560, Loss: 0.793248, Valloss: 0.630110, batch_size: 32, acc: 0.406250, valacc: 0.656250
Epoch: 0, Subepoch: 570, Loss: 0.756064, Valloss: 0.804320, batch_size: 32, acc: 0.500000, valacc: 0.375000
Epoch: 0, Subepoch: 580, Loss: 0.703392, Valloss: 0.754603, batch_size: 32, acc: 0.562500, valacc: 0.468750
Epoch: 0, Subepoch: 590, Loss: 0.743217, Valloss: 0.685541, batch_size: 32, acc: 0.548387, valacc: 0.593750
Epoch: 0, Subepoch: 600, Loss: 0.792184, Valloss: 0.683067, batch_size: 30, acc: 0.406250, valacc: 0.566667
Epoch: 0, Subepoch: 610, Loss: 0.695010, Valloss: 0.666313, batch_size: 32, acc: 0.531250, valacc: 0.593750
Epoch: 0, Subepoch: 620, Loss: 0.744266, Valloss: 0.599019, batch_size: 32, acc: 0.500000, valacc: 0.750000
Epoch: 0, Subepoch: 630, Loss: 0.671037, Valloss: 0.665479, batch_size: 32, acc: 0.562500, valacc: 0.593750
Epoch: 0, Subepoch: 640, Loss: 0.697019, Valloss: 0.749148, batch_size: 32, acc: 0.593750, valacc: 0.468750
Epoch: 0, Subepoch: 650, Loss: 0.625434, Valloss: 0.753383, batch_size: 32, acc: 0.656250, valacc: 0.468750
Epoch: 0, Subepoch: 660, Loss: 0.720537, Valloss: 0.782964, batch_size: 31, acc: 0.531250, valacc: 0.451613
Epoch: 0, Subepoch: 670, Loss: 0.811799, Valloss: 0.715425, batch_size: 32, acc: 0.406250, valacc: 0.562500
Epoch: 0, Subepoch: 680, Loss: 0.663677, Valloss: 0.704851, batch_size: 31, acc: 0.625000, valacc: 0.548387
Epoch: 0, Subepoch: 690, Loss: 0.795555, Valloss: 0.727442, batch_size: 32, acc: 0.375000, valacc: 0.500000
Epoch: 0, Subepoch: 700, Loss: 0.691792, Valloss: 0.694242, batch_size: 32, acc: 0.593750, valacc: 0.562500
Epoch: 0, Subepoch: 710, Loss: 0.709722, Valloss: 0.669013, batch_size: 32, acc: 0.531250, valacc: 0.625000
Epoch: 0, Subepoch: 720, Loss: 0.752120, Valloss: 0.709709, batch_size: 32, acc: 0.468750, valacc: 0.531250
Epoch: 0, Subepoch: 730, Loss: 0.775716, Valloss: 0.605677, batch_size: 32, acc: 0.406250, valacc: 0.750000
Epoch: 0, Subepoch: 740, Loss: 0.661116, Valloss: 0.701580, batch_size: 32, acc: 0.593750, valacc: 0.531250
Epoch: 0, Subepoch: 750, Loss: 0.693047, Valloss: 0.686794, batch_size: 31, acc: 0.562500, valacc: 0.548387
Epoch: 0, Subepoch: 760, Loss: 0.687177, Valloss: 0.698343, batch_size: 32, acc: 0.562500, valacc: 0.562500
